S.No,id,grade,annual_inc,short_emp,emp_length_num,home_ownership,dti,purpose,term(Months),last_delinq_none,last_major_derog_none,revol_util,total_rec_late_fee,od_ratio,Debt,Above Avg Income,Below Avg DTI,bad_loan
20,10075202,A,150000,0,4,OWN,7.57,debt_consolidation,36,1,0,34.4,0,0.727905317,11355,0,0,0
21,9654640,C,126000,0,9,MORTGAGE,11.48,debt_consolidation,60,1,0,64.7,0,0.86333097,14464.8,0,0,1
22,10175470,E,55200,0,4,MORTGAGE,22.83,Other,60,0,0,42.1,0,0.026169537,12602.16,1,1,0
23,8944858,D,75000,0,7,OWN,23.58,debt_consolidation,60,0,0,51.6,0,0.290017181,17685,0,1,0
24,10214568,C,30000,0,4,RENT,30.28,credit_card,36,0,0,43.6,0,0.789069194,9084,1,1,0
25,10075541,C,27000,1,1,RENT,18.09,debt_consolidation,36,0,0,0,0,0.457119669,4884.3,1,1,1
26,10075730,D,35400,0,11,MORTGAGE,15.73,credit_card,60,0,0,36.6,0,0.00692848,5568.42,1,0,0
27,10115896,C,33000,1,1,RENT,15.6,debt_consolidation,36,1,0,46.7,0,0.419335457,5148,1,0,0
28,10086141,B,43000,0,2,OTHER,27.75,debt_consolidation,36,1,0,83.6,0,0.330674764,11932.5,1,1,1
29,10106041,B,62692,0,9,OTHER,9.63,debt_consolidation,36,0,0,59.2,0,0.604152128,6037.2396,1,0,0
30,10166062,F and Below,70000,0,7,MORTGAGE,13.85,Other,60,1,0,61.2,0,0.324620837,9695,0,0,0
31,10086164,A,37000,0,11,RENT,13.95,credit_card,36,1,0,48,0,0.981251081,5161.5,1,0,0
32,10126218,B,79000,1,1,MORTGAGE,19.87,debt_consolidation,36,0,0,57.1,0,0.588231951,15697.3,0,1,0
33,10166166,C,160000,0,6,MORTGAGE,13.58,debt_consolidation,36,0,0,76,0,0.131091948,21728,0,0,0
34,9645048,C,124800,1,1,MORTGAGE,4.23,debt_consolidation,36,0,0,5.5,0,0.520977704,5279.04,0,0,0
35,10115641,B,42000,0,11,MORTGAGE,18.37,debt_consolidation,36,1,0,55.3,0,0.3579784,7715.4,1,1,1
36,10096681,B,130000,1,1,MORTGAGE,8.94,debt_consolidation,36,0,0,41.4,0,0.014999977,11622,0,0,0
37,10126703,C,45000,0,11,RENT,22.91,debt_consolidation,36,1,0,26.8,0,0.096429907,10309.5,1,1,0
38,10156788,A,65500,0,7,MORTGAGE,27.68,Other,36,0,0,70.6,0,0.784234787,18130.4,1,1,1
39,10176783,C,70000,1,1,MORTGAGE,27.36,debt_consolidation,60,0,0,49,0,0.427003044,19152,0,1,0
40,10076700,E,90300,0,11,MORTGAGE,3.52,debt_consolidation,36,0,0,31,0,0.197951823,3178.56,0,0,0
41,10156609,D,50000,0,6,OTHER,8.5,debt_consolidation,36,0,0,47.7,0,0.624101527,4250,1,0,0
42,10086931,B,28600,1,0,RENT,11.37,debt_consolidation,36,1,0,40,0,0.640288939,3251.82,1,0,1
43,10106916,C,54000,0,2,RENT,23.76,credit_card,36,1,0,39.2,0,0.270702748,12830.4,1,1,1
44,10066954,A,90000,0,2,MORTGAGE,20.51,debt_consolidation,36,0,0,15.7,0,0.129817783,18459,0,1,0
45,10127136,C,75000,0,11,MORTGAGE,7.46,debt_consolidation,36,0,0,12.4,0,0.472723117,5595,0,0,1
46,10087163,C,120000,1,1,OWN,2.17,Other,36,1,0,15.1,0,0.390626477,2604,0,0,0
47,10137295,C,50000,0,7,MORTGAGE,7.06,debt_consolidation,60,1,0,4,0,0.405080116,3530,1,0,0
48,10127016,C,115000,0,2,RENT,7.8,debt_consolidation,36,0,0,86.8,0,0.376149041,8970,0,0,0
50,10117251,C,158000,0,2,OWN,0.23,Other,36,1,0,25.5,0,0.55288259,363.4,0,0,0
51,10064847,D,101000,0,3,MORTGAGE,16.16,credit_card,60,1,0,63.1,0,0.431185612,16321.6,0,0,1
52,10097354,D,100000,0,6,MORTGAGE,22.73,debt_consolidation,60,1,0,64.5,0,0.783761629,22730,0,1,1
53,10087603,D,27297,1,1,RENT,20.42,debt_consolidation,60,1,0,58.2,0,0.700773197,5574.0474,1,1,0
54,10177725,D,48250,0,8,MORTGAGE,23.81,debt_consolidation,60,1,0,34.9,0,0.776409456,11488.325,1,1,0
55,10107735,C,62000,0,9,MORTGAGE,12.19,debt_consolidation,36,0,0,53.8,0,0.287829546,7557.8,1,0,0
56,10234587,D,35000,0,2,RENT,29.7,credit_card,60,0,0,53.4,0,0.210314545,10395,1,1,0
57,10067669,C,70000,0,6,MORTGAGE,11.01,debt_consolidation,60,1,0,48.3,0,0.504113523,7707,0,0,0
58,10097204,C,62000,0,11,OTHER,31.15,credit_card,36,0,0,94.6,0,0.133125134,19313,1,1,0
59,10127802,C,75000,0,11,RENT,26.5,debt_consolidation,36,0,0,80.5,0,0.171363868,19875,0,1,0
60,10067876,D,136800,0,7,MORTGAGE,9.62,Other,60,1,0,43.1,0,0.245464218,13160.16,0,0,0
61,10167775,F and Below,52000,0,11,MORTGAGE,21.21,debt_consolidation,60,1,0,87.4,0,0.042663541,11029.2,1,1,0
62,10147873,D,60000,1,0,OTHER,25.14,Other,36,1,0,72.3,0,0.226386854,15084,1,1,0
63,10077796,D,26000,1,0,RENT,4.29,debt_consolidation,36,1,0,53.1,0,0.625732121,1115.4,1,0,0
65,10147827,C,52000,0,2,MORTGAGE,6.6,debt_consolidation,36,1,0,50,0,0.532939677,3432,1,0,1
66,10137995,D,48333,0,11,RENT,6.83,debt_consolidation,60,1,0,64.6,0,0.735385548,3301.1439,1,0,1
67,10147912,B,55000,0,5,OTHER,2.9,credit_card,36,0,0,53.9,0,0.815165589,1595,1,0,0
68,10137986,B,31000,1,0,RENT,27.8,debt_consolidation,36,0,0,45.5,0,0.374856177,8618,1,1,0
69,10147930,C,50000,0,3,RENT,13.75,Other,36,1,0,30.1,0,0.804922509,6875,1,0,0
70,10078030,A,100000,0,11,OTHER,2.87,debt_consolidation,36,0,0,6.2,0,0.8796494,2870,0,0,0
71,10178005,C,38500,0,9,RENT,18.13,debt_consolidation,36,0,0,41.5,0,0.586889242,6980.05,1,1,0
72,9209616,C,65000,0,10,MORTGAGE,20.33,debt_consolidation,60,1,0,60.4,0,0.655847353,13214.5,1,1,0
73,9235939,C,80000,0,11,MORTGAGE,25.55,debt_consolidation,36,0,0,41,0,0.290436239,20440,0,1,0
74,10146175,E,123000,0,7,OWN,10.9,Other,36,0,0,21.6,0,0.388367193,13407,0,0,1
75,10108395,A,80000,0,11,MORTGAGE,18.99,credit_card,36,1,0,58.6,0,0.127305486,15192,0,1,0
77,10098413,B,41600,0,3,MORTGAGE,17.22,credit_card,36,1,1,73.9,0,0.755053686,7163.52,1,1,0
78,10088403,C,30000,0,8,OWN,11.12,debt_consolidation,36,1,0,56.8,0,0.578870685,3336,1,0,0
79,10168314,A,54000,1,0,MORTGAGE,14.11,debt_consolidation,36,0,0,55,0,0.631831707,7619.4,1,0,0
80,9077525,C,80000,0,5,RENT,15.86,Other,36,1,0,44.6,0,0.957562404,12688,0,0,0
81,9715493,B,103000,0,11,OTHER,5.88,Other,36,1,0,6,0,0.094253365,6056.4,0,0,1
82,9994715,D,85000,0,2,RENT,22.72,debt_consolidation,60,1,0,54.6,0,0.127726885,19312,0,1,0
83,10168647,A,78000,0,11,MORTGAGE,23.15,debt_consolidation,36,1,0,79.1,0,0.406675531,18057,0,1,0
84,10138744,D,84000,1,1,RENT,5.63,credit_card,60,1,0,42.5,0,0.222719412,4729.2,0,0,0
85,9827694,E,55000,0,3,RENT,14.23,debt_consolidation,60,1,0,94.4,0,0.531594467,7826.5,1,0,0
86,10077243,C,32000,0,6,OWN,23.52,debt_consolidation,36,0,0,70.1,0,0.830578975,7526.4,1,1,0
87,10177748,F and Below,55000,0,2,RENT,24.11,Other,60,1,0,57.9,0,0.604215529,13260.5,1,1,0
88,9867699,A,60000,0,10,MORTGAGE,12.64,debt_consolidation,36,1,0,28.2,0,0.185389483,7584,1,0,0
90,10068776,F and Below,40000,0,7,RENT,15.51,debt_consolidation,60,0,0,54.7,0,0.283466549,6204,1,0,0
91,9736435,D,110000,0,6,RENT,5.75,credit_card,36,0,0,55.3,0,0.703312454,6325,0,0,0
92,10068826,A,130000,0,10,MORTGAGE,12.26,credit_card,36,0,0,65.3,0,0.253797941,15938,0,0,0
93,10168791,C,61000,0,9,RENT,15.42,Other,60,0,0,38.5,0,0.761391007,9406.2,1,0,0
94,10178827,C,90000,1,0,MORTGAGE,20.07,credit_card,36,0,0,30.1,0,0.277053918,18063,0,1,0
96,7677546,F and Below,65000,0,11,RENT,22.36,Other,60,1,0,63,0,0.942555507,14534,1,1,0
97,10139141,C,41362,1,0,MORTGAGE,28.06,credit_card,36,0,0,69.9,0,0.516239234,11606.1772,1,1,1
98,6804661,C,70000,0,4,MORTGAGE,11.5,debt_consolidation,36,1,0,63.9,0,0.74118788,8050,0,0,0
99,10088416,B,72000,0,11,MORTGAGE,26.02,debt_consolidation,36,0,0,40.5,0,0.59841033,18734.4,0,1,1
100,10139246,F and Below,111714,0,10,MORTGAGE,15.72,Other,60,0,0,42.3,0,0.994938054,17561.4408,0,0,0
103,10069040,B,52155,0,11,MORTGAGE,20.8,debt_consolidation,36,1,0,66.8,0,0.499352397,10848.24,1,1,0
104,10078919,C,49740,0,11,RENT,29.58,debt_consolidation,36,0,0,60.9,0,0.682514864,14713.092,1,1,0
105,10129012,D,66000,1,0,MORTGAGE,5.64,debt_consolidation,36,0,0,56,0,0.743562939,3722.4,1,0,0
106,10175824,D,65000,0,11,OWN,16.91,debt_consolidation,60,1,0,61.3,0,0.045708724,10991.5,1,1,0
107,10179125,C,50000,0,7,RENT,21.92,debt_consolidation,60,1,0,80.5,0,0.565999204,10960,1,1,0
108,10089417,B,70000,0,11,MORTGAGE,18.81,credit_card,36,1,0,55,0,0.952076808,13167,0,1,0
109,10069348,C,60000,0,3,RENT,17.46,debt_consolidation,60,0,0,94.1,0,0.86689532,10476,1,1,0
110,9684785,D,60000,0,11,RENT,23.14,debt_consolidation,36,0,0,35.5,0,0.205985754,13884,1,1,0
111,9785764,A,37500,0,11,MORTGAGE,18.34,credit_card,36,1,0,34.3,0,0.611224615,6877.5,1,1,0
113,10109301,D,36000,0,10,RENT,14.9,debt_consolidation,36,1,0,81.4,0,0.450275464,5364,1,0,1
114,10169310,B,140000,0,11,MORTGAGE,10.98,debt_consolidation,36,0,0,71.5,0,0.044005281,15372,0,0,0
115,10149299,C,59108,0,6,MORTGAGE,17.52,credit_card,36,1,0,56.9,0,0.006845834,10355.7216,1,1,0
116,10177191,F and Below,75000,0,11,MORTGAGE,11.97,debt_consolidation,60,1,0,30.7,0,0.508350378,8977.5,0,0,1
117,10178304,B,34840,0,6,RENT,18.6,debt_consolidation,36,1,0,31,0,0.388842695,6480.24,1,1,0
118,10149183,C,56000,0,5,MORTGAGE,30.95,debt_consolidation,36,0,0,43.9,0,0.578355836,17332,1,1,0
119,10149285,B,110000,0,11,MORTGAGE,3.39,Other,36,1,0,17.7,0,0.156532404,3729,0,0,0
120,10079433,D,120000,0,8,MORTGAGE,13.73,debt_consolidation,60,1,0,44,0,0.893388201,16476,0,0,1
121,9746109,B,101000,1,0,MORTGAGE,10.04,debt_consolidation,36,1,0,31.9,0,0.01109693,10140.4,0,0,0
123,8296101,F and Below,45000,0,2,RENT,18,Other,60,1,0,60.8,0,0.773057261,8100,1,1,0
124,9834592,B,50200,0,11,MORTGAGE,23.45,credit_card,36,0,0,54.2,0,0.57279222,11771.9,1,1,0
125,10107467,C,65000,0,11,MORTGAGE,13.22,debt_consolidation,60,0,0,40.6,0,0.981489989,8593,1,0,1
126,10139671,C,52000,0,11,OWN,18.56,debt_consolidation,60,0,0,35.5,0,0.008677326,9651.2,1,1,0
128,10149349,A,47112,1,0,RENT,4,debt_consolidation,36,1,0,13.5,0,0.213618929,1884.48,1,0,0
129,10148500,C,71000,0,11,RENT,16.24,Other,36,1,0,35.6,0,0.467320036,11530.4,0,0,0
130,10129361,D,130000,0,10,MORTGAGE,8.87,debt_consolidation,36,1,0,98,0,0.808112445,11531,0,0,0
132,10119499,B,93000,1,1,RENT,12.52,Other,36,0,0,76.9,0,0.413560724,11643.6,0,0,0
133,10179362,B,45000,0,11,MORTGAGE,6.16,debt_consolidation,36,0,0,82.7,0,0.369020674,2772,1,0,1
134,10089438,B,75000,0,5,MORTGAGE,32.66,debt_consolidation,36,1,0,78.6,0,0.68852574,24495,0,1,0
135,10099617,D,35000,0,6,RENT,21.6,debt_consolidation,60,1,0,53.2,0,0.621603031,7560,1,1,0
136,10109609,B,91262,0,11,OWN,14.75,debt_consolidation,36,1,0,38.7,0,0.789230973,13461.145,0,0,0
137,10069646,C,65000,0,11,RENT,21.86,debt_consolidation,36,0,0,86.2,0,0.085639182,14209,1,1,1
138,9866448,D,110000,0,10,RENT,10.84,credit_card,60,1,0,54.2,0,0.051668925,11924,0,0,1
139,10129460,B,39500,0,10,MORTGAGE,9.45,debt_consolidation,36,1,0,79.3,0,0.388830481,3732.75,1,0,0
140,10139801,B,50000,0,10,MORTGAGE,18.94,credit_card,36,1,0,49.3,0,0.475967471,9470,1,1,0
141,10169558,D,110000,0,2,RENT,10.05,Other,36,1,0,55.2,0,0.765888049,11055,0,0,0
142,10129507,C,70000,0,11,OTHER,17.41,debt_consolidation,36,1,0,57.2,0,0.562739659,12187,0,1,0
143,10224978,D,59000,0,10,RENT,27.16,credit_card,60,0,0,63.1,0,0.211715575,16024.4,1,1,0
144,10177732,C,98280,0,11,RENT,26.43,debt_consolidation,60,1,1,37.7,0,0.918451352,25975.404,0,1,0
145,10129493,B,43000,0,2,MORTGAGE,33.07,credit_card,36,0,0,75.5,0,0.189530573,14220.1,1,1,0
146,10169636,D,60000,0,4,MORTGAGE,26.76,debt_consolidation,36,0,0,40.8,0,0.236712077,16056,1,1,1
147,10169552,E,25000,0,8,RENT,6.93,debt_consolidation,36,0,0,28.1,15,0.141048634,1732.5,1,0,0
148,10147597,D,38500,0,5,RENT,19.36,debt_consolidation,36,1,0,34.6,0,0.189836181,7453.6,1,1,1
149,10159531,B,62000,0,11,MORTGAGE,20.09,debt_consolidation,60,1,0,42.1,0,0.700366727,12455.8,1,1,0
150,7345464,A,111000,0,2,MORTGAGE,14.92,credit_card,36,0,0,50.7,0,0.567222495,16561.2,0,0,0
151,9776739,A,100000,0,2,MORTGAGE,7.81,debt_consolidation,36,0,0,28.5,0,0.717064477,7810,0,0,0
152,6523490,A,52000,0,4,MORTGAGE,14.96,debt_consolidation,36,1,0,30.9,0,0.167434277,7779.2,1,0,0
153,10129563,C,33571,0,3,RENT,10.3,debt_consolidation,36,0,0,82.7,0,0.479093293,3457.813,1,0,1
154,10128700,A,71000,0,8,MORTGAGE,18.93,debt_consolidation,36,1,0,32.2,0,0.844629294,13440.3,0,1,0
155,10089828,E,85000,1,1,RENT,27.18,debt_consolidation,60,1,0,67.6,0,0.552305504,23103,0,1,0
156,10119683,C,64000,1,1,RENT,9.95,debt_consolidation,36,0,0,64,0,0.874534949,6368,1,0,0
157,10129584,D,60000,0,6,MORTGAGE,20.18,credit_card,36,0,0,51.8,0,0.044025079,12108,1,1,0
158,10119793,B,65000,0,11,MORTGAGE,18.56,debt_consolidation,36,0,0,27.7,0,0.286260488,12064,1,1,0
159,10109759,B,52000,0,7,OTHER,15.21,credit_card,36,0,0,48.2,0,0.305339921,7909.2,1,0,0
160,10119448,D,27000,0,10,RENT,29.91,debt_consolidation,36,1,0,60,0,0.85742971,8075.7,1,1,0
161,10128736,A,42000,0,6,MORTGAGE,8.8,debt_consolidation,36,1,0,13.1,0,0.726703584,3696,1,0,0
162,10129562,F and Below,55000,0,4,OWN,4.63,Other,60,0,0,62.1,0,0.352195536,2546.5,1,0,1
163,10137006,D,124800,1,1,RENT,7.56,Other,36,1,0,55.3,0,0.428134983,9434.88,0,0,0
164,10179664,F and Below,75000,0,11,MORTGAGE,23.23,Other,60,1,0,81.6,0,0.833384406,17422.5,0,1,1
165,10149694,C,160000,0,4,OTHER,28.6,credit_card,36,1,0,80.1,0,0.091773117,45760,0,1,0
166,10129641,B,90000,0,11,MORTGAGE,10.08,debt_consolidation,60,1,0,30.6,0,0.194424944,9072,0,0,0
167,10169201,A,49027,1,0,MORTGAGE,8.47,debt_consolidation,36,0,0,28.3,0,0.286670663,4152.5869,1,0,0
168,10139914,C,103000,0,3,MORTGAGE,12.77,debt_consolidation,36,0,0,77.2,0,0.559330575,13153.1,0,0,0
169,10159756,C,65000,0,7,RENT,26.27,debt_consolidation,36,1,0,45,0,0.170280429,17075.5,1,1,0
170,10149700,E,42000,1,0,OWN,23.23,debt_consolidation,36,0,0,47.8,0,0.198235113,9756.6,1,1,0
171,10169649,B,82000,0,3,RENT,10.62,credit_card,36,1,0,42.8,0,0.917266523,8708.4,0,0,0
172,10149677,A,80000,1,1,RENT,21.2,debt_consolidation,36,0,0,96.4,0,0.083269642,16960,0,1,0
173,10139839,E,52000,0,9,MORTGAGE,12.83,debt_consolidation,60,0,0,17,0,0.494597144,6671.6,1,0,0
174,10155584,B,58000,0,4,OWN,21.33,credit_card,36,1,0,42.4,0,0.576037682,12371.4,1,1,0
175,10169789,D,75000,0,3,MORTGAGE,19.97,debt_consolidation,60,1,0,84.6,0,0.049148064,14977.5,0,1,0
176,10159622,F and Below,58000,1,0,MORTGAGE,18.54,debt_consolidation,36,1,0,93.4,0,0.956783534,10753.2,1,1,0
177,10149696,B,50000,0,6,MORTGAGE,9.19,credit_card,36,1,0,63.8,0,0.165181454,4595,1,0,0
178,10149801,E,56000,0,5,OTHER,25.48,debt_consolidation,60,1,0,88.7,0,0.075743761,14268.8,1,1,1
179,10140015,A,32000,0,2,RENT,19.35,debt_consolidation,36,1,0,18.9,0,0.741886577,6192,1,1,0
180,10079726,C,35000,0,3,RENT,9.6,debt_consolidation,36,0,0,59,0,0.598687601,3360,1,0,0
181,10129762,D,70000,0,9,RENT,14.57,debt_consolidation,36,0,0,74,0,0.846068004,10199,0,0,0
182,10099887,B,80000,0,3,MORTGAGE,30.33,debt_consolidation,36,1,0,66.4,0,0.857880737,24264,0,1,1
183,10140057,D,75000,1,0,MORTGAGE,9.52,debt_consolidation,60,1,0,70.7,0,0.90093845,7140,0,0,0
184,10099855,F and Below,67000,0,11,MORTGAGE,28,debt_consolidation,60,1,0,62.6,0,0.60427302,18760,1,1,0
185,10129686,E,105000,0,6,MORTGAGE,20.51,debt_consolidation,60,0,0,53,0,0.173251315,21535.5,0,1,0
186,10140041,B,37000,0,4,RENT,19.2,credit_card,36,0,0,45,0,0.828499856,7104,1,1,0
187,10159802,C,79850,0,3,MORTGAGE,7.8,debt_consolidation,36,1,0,74,0,0.264495213,6228.3,0,0,0
188,10099868,A,81516,1,0,MORTGAGE,15.83,debt_consolidation,36,1,0,32.1,0,0.303148213,12903.9828,0,0,1
189,10169855,C,60000,0,8,RENT,15.7,Other,36,0,0,38.7,0,0.123862505,9420,1,0,0
190,10169833,B,58200,0,11,MORTGAGE,23.42,debt_consolidation,36,0,0,54.1,0,0.244232081,13630.44,1,1,0
191,10099877,B,46000,0,5,RENT,14.95,debt_consolidation,36,1,0,29.9,0,0.585971596,6877,1,0,0
192,10106315,D,40500,0,11,RENT,16.03,debt_consolidation,36,0,0,70.5,0,0.26125118,6492.15,1,0,0
193,10149897,C,100000,0,11,MORTGAGE,25.18,Other,36,0,0,71.4,0,0.205588992,25180,0,1,0
194,10089330,D,83200,0,6,OTHER,15.79,debt_consolidation,60,1,0,53.9,0,0.896509923,13137.28,0,0,0
195,10140115,A,60000,0,11,MORTGAGE,26.87,debt_consolidation,36,1,0,10.6,0,0.093445854,16122,1,1,0
196,10159889,B,75000,0,11,MORTGAGE,9.57,credit_card,36,0,0,33.8,0,0.208909132,7177.5,0,0,0
197,9187449,C,95000,0,11,MORTGAGE,18.2,debt_consolidation,60,0,0,48.4,0,0.695500971,17290,0,1,0
198,10075074,D,75000,0,6,MORTGAGE,12.99,debt_consolidation,60,0,0,68.2,0,0.71771671,9742.5,0,0,0
199,10089541,D,100000,0,6,MORTGAGE,13.36,debt_consolidation,60,0,0,66.9,0,0.564783427,13360,0,0,1
200,10079887,B,73000,0,11,OWN,18.81,debt_consolidation,36,0,0,40.8,0,0.947070523,13731.3,0,1,1
201,10110035,D,36000,0,11,RENT,23.17,debt_consolidation,60,0,0,44.9,0,0.968339627,8341.2,1,1,1
202,10159971,C,86000,0,11,OWN,29.61,Other,36,0,0,85.8,0,0.636513712,25464.6,0,1,0
203,10179883,B,110000,0,11,MORTGAGE,3.73,credit_card,36,1,0,95.6,0,0.486294274,4103,0,0,0
204,10149930,B,44000,0,3,RENT,21.9,credit_card,36,1,0,59,0,0.591015877,9636,1,1,1
205,10179906,B,65000,0,11,MORTGAGE,22.77,Other,60,1,0,20.3,0,0.495959481,14800.5,1,1,0
206,10129884,F and Below,45000,0,2,MORTGAGE,20.1,debt_consolidation,60,1,0,69.3,0,0.986417798,9045,1,1,1
207,10129607,B,90000,0,11,MORTGAGE,17.33,credit_card,36,0,0,56.9,0,0.845085763,15597,0,1,0
208,10125118,C,50000,1,0,MORTGAGE,15.65,credit_card,60,0,0,47.2,0,0.573615184,7825,1,0,1
209,10110056,A,43000,0,9,RENT,12.41,debt_consolidation,36,0,0,26.9,0,0.820964779,5336.3,1,0,0
210,10159963,C,52000,0,9,MORTGAGE,25.18,debt_consolidation,36,0,0,75.1,0,0.853821617,13093.6,1,1,0
211,10140175,A,92000,0,6,RENT,18.45,credit_card,36,0,0,72.2,0,0.240962209,16974,0,1,0
212,10149935,C,119100,0,11,RENT,14.45,debt_consolidation,36,1,0,85.3,0,0.238693383,17209.95,0,0,0
213,10109761,F and Below,72000,0,10,MORTGAGE,7.67,Other,60,0,0,42,0,0.874424389,5522.4,0,0,0
214,10070043,E,108000,0,10,MORTGAGE,18.04,Other,36,0,0,66,0,0.801664644,19483.2,0,1,0
215,10110074,A,46000,0,6,MORTGAGE,16.85,debt_consolidation,36,1,0,16.1,0,0.324427218,7751,1,1,0
216,10100096,A,56000,0,11,MORTGAGE,6.82,credit_card,36,1,0,21,0,0.637738494,3819.2,1,0,0
217,10100093,B,62000,0,11,RENT,16.01,debt_consolidation,36,0,0,60.4,0,0.783575993,9926.2,1,0,0
218,10139842,C,54000,0,11,MORTGAGE,19.76,debt_consolidation,60,0,0,70.1,0,0.764498313,10670.4,1,1,0
219,10070098,D,38000,1,0,MORTGAGE,8.28,debt_consolidation,36,0,0,33.7,0,0.970680807,3146.4,1,0,1
220,10150055,C,72000,0,2,MORTGAGE,29.68,credit_card,36,0,0,69,0,0.807200084,21369.6,0,1,0
221,10179940,D,120400,0,4,OTHER,15.44,debt_consolidation,60,0,0,37.2,0,0.258162546,18589.76,0,0,0
222,10150010,E,35000,0,9,RENT,10.19,debt_consolidation,36,1,0,88.1,0,0.975263367,3566.5,1,0,0
223,10170011,C,116000,1,1,OTHER,15.46,debt_consolidation,36,0,0,67.1,0,0.517888027,17933.6,0,0,1
224,10180003,D,42000,0,3,RENT,28.32,debt_consolidation,36,0,0,48.9,0,0.13547948,11894.4,1,1,1
225,10160028,C,80000,1,1,RENT,20.94,debt_consolidation,60,1,0,56.2,0,0.487132708,16752,0,1,1
226,10089951,E,55000,1,0,MORTGAGE,17.93,Other,36,1,0,72,0,0.592167892,9861.5,1,1,1
228,10119770,D,40000,0,2,MORTGAGE,10.92,debt_consolidation,60,1,0,59.9,0,0.259405699,4368,1,0,0
229,10090132,C,35000,0,2,RENT,28.51,debt_consolidation,60,1,0,19.2,0,0.971195661,9978.5,1,1,1
230,10110199,B,40000,0,11,MORTGAGE,14.04,debt_consolidation,36,1,0,54.3,0,0.008211835,5616,1,0,1
231,10118302,E,80000,0,11,MORTGAGE,9.98,debt_consolidation,60,0,0,78,0,0.268836639,7984,0,0,1
232,10120161,B,53000,0,6,MORTGAGE,17.12,debt_consolidation,36,1,0,54.1,0,0.960199529,9073.6,1,1,0
233,10179303,B,42000,0,11,RENT,17.37,credit_card,36,1,0,36.6,0,0.648313872,7295.4,1,1,0
235,10150119,D,50000,0,5,OWN,20.04,debt_consolidation,36,1,0,68.8,0,0.014770408,10020,1,1,1
236,10150133,C,55000,0,7,RENT,22.43,debt_consolidation,36,0,0,67.7,0,0.036954731,12336.5,1,1,1
237,10159642,C,52000,0,11,OWN,32.77,Other,60,0,0,28.2,0,0.304336094,17040.4,1,1,0
238,10120184,C,35000,0,7,RENT,7.22,debt_consolidation,36,1,0,60.2,0,0.946771362,2527,1,0,0
239,10180046,C,120000,0,2,RENT,0,Other,36,1,0,56.1769,0,0.738261405,0,0,0,0
240,10140258,B,53000,0,11,RENT,23.3,debt_consolidation,36,1,0,88.6,0,0.260850653,12349,1,1,0
241,10177227,C,116000,0,8,MORTGAGE,20.8,Other,60,0,0,45.5,0,0.120961142,24128,0,1,0
242,10130064,C,38000,0,5,RENT,23.88,debt_consolidation,36,0,0,25.8,0,0.398162751,9074.4,1,1,0
243,9294928,D,60000,0,5,MORTGAGE,22.26,debt_consolidation,60,0,0,81.6,0,0.482643615,13356,1,1,0
244,10090215,B,35000,0,6,RENT,12.89,debt_consolidation,36,1,0,43.8,0,0.729313688,4511.5,1,0,0
245,10130126,D,48000,1,1,RENT,20,debt_consolidation,36,1,0,67.9,0,0.106324907,9600,1,1,0
